Order Date,Ship Mode,Customer Name,Segment,State,Category,Sub-Category,Sales,Quantity,Profit,LenCust
8/2/2016,Second Class,Barry Französisch,Corporate,California,Furniture,Tables,136.464,2,15.3522,17
8/2/2016,Second Class,Barry Französisch,Corporate,California,Technology,Phones,333.576,3,33.3576,17
8/2/2016,Second Class,Barry Französisch,Corporate,California,Office Supplies,Binders,12.544,2,4.704,17
5/21/2015,Standard Class,Joel Eaton,Consumer,Illinois,Office Supplies,Appliances,20.768,8,-52.9584,10
11/3/2017,Second Class,Eva Jacobs,Consumer,Washington,Technology,Accessories,43.5,3,10.875,10
4/16/2015,Standard Class,Brad Norvell,Corporate,Pennsylvania,Office Supplies,Fasteners,12.576,4,4.0872,12
12/12/2016,Standard Class,Erin Creighton,Consumer,Georgia,Technology,Accessories,249.95,5,19.996,14
12/12/2016,Standard Class,Erin Creighton,Consumer,Georgia,Office Supplies,Paper,49.12,4,23.0864,14
10/30/2015,First Class,Thomas Thornton,Consumer,Virginia,Office Supplies,Appliances,182.91,3,53.0439,15
3/7/2014,Second Class,Nora Pelletier,Home Office,Washington,Office Supplies,Binders,107.648,2,33.64,14
3/5/2015,Second Class,Alan Haines,Corporate,Pennsylvania,Furniture,Chairs,99.372,2,-7.098,11
3/5/2015,Second Class,Alan Haines,Corporate,Pennsylvania,Furniture,Furnishings,33.568,2,-5.4548,11
8/8/2016,Standard Class,Charles Crestani,Consumer,Oklahoma,Office Supplies,Paper,10.56,2,4.752,16
1/3/2017,Standard Class,Delfina Latchford,Consumer,California,Office Supplies,Paper,38.88,6,18.6624,17
10/9/2017,First Class,Xylona Preis,Consumer,California,Office Supplies,Paper,35.2,5,16.544,12
10/20/2017,Standard Class,Matt Abelman,Home Office,Pennsylvania,Office Supplies,Paper,45.528,3,15.9348,12
9/7/2014,First Class,Sam Zeldin,Home Office,Texas,Technology,Phones,196.776,3,14.7582,10
9/7/2014,First Class,Sam Zeldin,Home Office,Texas,Office Supplies,Binders,2.92,2,-4.818,10
9/7/2014,First Class,Sam Zeldin,Home Office,Texas,Furniture,Tables,200.795,1,-22.948,10
9/7/2014,First Class,Sam Zeldin,Home Office,Texas,Technology,Accessories,46.688,4,-2.918,10
9/7/2014,First Class,Sam Zeldin,Home Office,Texas,Office Supplies,Art,21.864,3,3.5529,10
9/30/2017,First Class,Cari Sayre,Corporate,Washington,Office Supplies,Paper,11.76,2,5.7624,10
9/30/2017,First Class,Cari Sayre,Corporate,Washington,Office Supplies,Paper,167.94,3,82.2906,10
9/30/2017,First Class,Cari Sayre,Corporate,Washington,Office Supplies,Appliances,3.89,1,1.0114,10
11/16/2017,Standard Class,Mick Hernandez,Home Office,New York,Technology,Machines,52.44,4,24.1224,14
9/11/2017,Same Day,Cassandra Brandow,Consumer,California,Furniture,Furnishings,32.36,4,11.6496,17
9/11/2017,Same Day,Cassandra Brandow,Consumer,California,Office Supplies,Appliances,406.6,5,113.848,17
1/16/2017,Same Day,Jack O'Briant,Corporate,California,Furniture,Furnishings,27.92,4,8.0968,13
1/16/2017,Same Day,Jack O'Briant,Corporate,California,Furniture,Tables,399.672,7,-14.9877,13
11/26/2016,First Class,Pete Armstrong,Home Office,Florida,Office Supplies,Binders,3.744,4,-2.6208,14
11/7/2015,Second Class,Stewart Visinsky,Consumer,Vermont,Furniture,Chairs,715.2,3,178.8,16
12/14/2017,Standard Class,Kelly Lampkin,Corporate,Arkansas,Technology,Accessories,159.8,4,70.312,13
12/14/2017,Standard Class,Kelly Lampkin,Corporate,Arkansas,Technology,Accessories,44.75,5,8.5025,13
9/13/2014,Standard Class,Becky Castell,Home Office,Texas,Furniture,Chairs,340.116,6,-9.7176,13
12/7/2014,Standard Class,Patrick O'Brill,Consumer,Virginia,Office Supplies,Paper,105.52,4,48.5392,15
9/7/2017,Standard Class,Anna Gayman,Consumer,Wisconsin,Technology,Accessories,13.48,1,1.8872,11
10/7/2017,Standard Class,Dean Braden,Consumer,Michigan,Office Supplies,Storage,85.52,2,22.2352,11
9/5/2015,Standard Class,Sung Pak,Corporate,Minnesota,Furniture,Furnishings,6.16,2,2.9568,8
9/5/2015,Standard Class,Sung Pak,Corporate,Minnesota,Office Supplies,Paper,36.84,3,17.3148,8
3/30/2014,Standard Class,Dorris liebe,Corporate,Washington,Office Supplies,Storage,15.84,3,0.0,12
3/30/2014,Standard Class,Dorris liebe,Corporate,Washington,Office Supplies,Labels,44.4,3,22.2,12
5/5/2017,First Class,Lisa Hazard,Consumer,Colorado,Office Supplies,Envelopes,21.24,9,7.434,11
5/5/2017,First Class,Lisa Hazard,Consumer,Colorado,Office Supplies,Binders,9.552,8,-7.3232,11
5/5/2017,First Class,Lisa Hazard,Consumer,Colorado,Furniture,Bookcases,89.991,3,-152.9847,11
4/30/2017,Standard Class,Alan Dominguez,Home Office,California,Office Supplies,Paper,163.96,4,80.3404,14
9/8/2014,Standard Class,Kean Takahito,Consumer,Texas,Office Supplies,Paper,17.904,2,6.2664,13
9/8/2014,Standard Class,Kean Takahito,Consumer,Texas,Furniture,Chairs,966.7,5,-13.81,13
9/8/2014,Standard Class,Kean Takahito,Consumer,Texas,Office Supplies,Paper,182.112,6,61.4628,13
6/20/2017,First Class,Pauline Johnson,Consumer,Florida,Office Supplies,Storage,4.464,1,0.3348,15
12/26/2015,Standard Class,Mick Crebagga,Consumer,Ohio,Furniture,Tables,51.588,1,-15.4764,13
8/15/2017,Standard Class,Bill Overfelt,Corporate,Minnesota,Office Supplies,Labels,50.4,8,23.184,13
3/4/2017,Standard Class,Darren Powers,Consumer,Texas,Office Supplies,Paper,89.568,2,32.4684,13
7/27/2017,Standard Class,Tony Molinari,Consumer,New York,Furniture,Furnishings,14.89,1,4.0203,13
7/27/2017,Standard Class,Tony Molinari,Consumer,New York,Technology,Phones,543.92,8,135.98,13
9/23/2016,First Class,Darrin Van Huff,Corporate,California,Office Supplies,Envelopes,4.08,2,1.9176,15
9/23/2016,First Class,Darrin Van Huff,Corporate,California,Office Supplies,Labels,18.9,3,8.694,15
5/30/2016,Standard Class,Anna Häberlin,Corporate,Virginia,Furniture,Tables,2275.5,10,386.835,13
5/30/2016,Standard Class,Anna Häberlin,Corporate,Virginia,Technology,Accessories,1979.7,6,653.301,13
5/30/2016,Standard Class,Anna Häberlin,Corporate,Virginia,Office Supplies,Labels,62.1,6,29.808,13
11/16/2014,Standard Class,Alan Barnes,Consumer,Illinois,Furniture,Chairs,37.296,2,-1.0656,11
9/21/2014,First Class,Joni Sundaresam,Home Office,Texas,Furniture,Furnishings,8.544,2,-7.476,15
2/21/2016,Standard Class,Benjamin Venier,Corporate,New York,Furniture,Furnishings,68.95,5,28.959,15
2/21/2016,Standard Class,Benjamin Venier,Corporate,New York,Office Supplies,Storage,296.37,3,80.0199,15
2/21/2016,Standard Class,Benjamin Venier,Corporate,New York,Technology,Phones,39.98,2,1.999,15
11/19/2017,First Class,Nathan Cano,Consumer,Texas,Furniture,Chairs,191.058,3,-46.3998,11
11/19/2017,First Class,Nathan Cano,Consumer,Texas,Office Supplies,Art,13.04,5,3.912,11
11/19/2017,First Class,Nathan Cano,Consumer,Texas,Office Supplies,Binders,1525.188,6,-2287.782,11
8/21/2016,Standard Class,Stephanie Ulpright,Home Office,North Carolina,Office Supplies,Labels,9.216,4,3.3408,18
8/21/2016,Standard Class,Stephanie Ulpright,Home Office,North Carolina,Office Supplies,Supplies,28.048,2,3.506,18
4/30/2017,Standard Class,Don Jones,Corporate,California,Furniture,Furnishings,64.96,2,21.4368,9
4/30/2017,Standard Class,Don Jones,Corporate,California,Office Supplies,Envelopes,30.56,4,14.9744,9
5/2/2016,Standard Class,Dan Lawera,Consumer,North Carolina,Furniture,Chairs,187.056,9,11.691,10
10/2/2017,First Class,Dean percer,Home Office,Tennessee,Furniture,Furnishings,11.808,2,1.3284,11
10/2/2017,First Class,Dean percer,Home Office,Tennessee,Furniture,Furnishings,9.656,1,1.5691,11
10/2/2017,First Class,Dean percer,Home Office,Tennessee,Office Supplies,Paper,20.736,4,7.2576,11
10/2/2017,First Class,Dean percer,Home Office,Tennessee,Office Supplies,Binders,27.36,3,-21.888,11
10/2/2017,First Class,Dean percer,Home Office,Tennessee,Furniture,Tables,2314.116,7,-1002.7836,11
10/2/2017,First Class,Dean percer,Home Office,Tennessee,Office Supplies,Binders,34.236,4,-26.2476,11
10/2/2017,First Class,Dean percer,Home Office,Tennessee,Furniture,Furnishings,19.76,2,5.928,11
9/18/2017,Second Class,Tamara Manning,Consumer,Nebraska,Office Supplies,Paper,15.96,2,7.98,14
12/4/2015,Standard Class,Tracy Zic,Consumer,California,Office Supplies,Art,16.9,5,6.253,9
12/4/2015,Standard Class,Tracy Zic,Consumer,California,Furniture,Furnishings,25.08,6,9.0288,9
1/17/2015,Standard Class,Scott Cohen,Corporate,Massachusetts,Office Supplies,Art,6.68,2,2.004,11
1/6/2014,Second Class,Lycoris Saunders,Consumer,California,Office Supplies,Paper,19.44,3,9.3312,16
3/5/2015,Standard Class,Mike Vittorini,Consumer,Texas,Technology,Phones,31.92,2,2.394,14
12/25/2016,Second Class,Brian DeCherney,Consumer,New York,Office Supplies,Binders,33.568,2,11.7488,15
9/4/2016,Standard Class,Christina VanderZanden,Consumer,New York,Furniture,Furnishings,63.94,1,24.9366,22
9/4/2016,Standard Class,Christina VanderZanden,Consumer,New York,Office Supplies,Binders,60.6,5,20.4525,22
9/4/2016,Standard Class,Christina VanderZanden,Consumer,New York,Office Supplies,Supplies,22.72,4,6.5888,22
8/26/2014,Standard Class,Karl Braun,Consumer,Delaware,Furniture,Furnishings,10.68,4,4.0584,10
8/26/2014,Standard Class,Karl Braun,Consumer,Delaware,Office Supplies,Paper,17.34,3,8.4966,10
8/26/2014,Standard Class,Karl Braun,Consumer,Delaware,Office Supplies,Paper,3.38,1,1.5548,10
5/21/2015,Standard Class,Michelle Ellison,Corporate,Washington,Office Supplies,Binders,26.976,4,8.7672,16
10/16/2017,Standard Class,Anthony Jacobs,Corporate,Arizona,Office Supplies,Paper,307.776,7,111.5688,14
11/9/2015,Second Class,Dianna Vittorini,Consumer,New York,Office Supplies,Storage,244.55,5,4.891,16
11/9/2015,Second Class,Dianna Vittorini,Consumer,New York,Office Supplies,Envelopes,12.24,6,5.7528,16
11/9/2015,Second Class,Dianna Vittorini,Consumer,New York,Technology,Accessories,13.98,2,6.0114,16
11/9/2015,Second Class,Dianna Vittorini,Consumer,New York,Technology,Accessories,899.95,5,53.997,16
11/21/2014,Standard Class,Jason Klamczynski,Corporate,Texas,Office Supplies,Envelopes,1.632,1,0.5508,17
11/21/2014,Standard Class,Jason Klamczynski,Corporate,Texas,Technology,Phones,267.96,5,16.7475,17
10/11/2015,Second Class,Shahid Hopkins,Consumer,New York,Technology,Accessories,31.95,1,2.2365,14
3/21/2017,Second Class,Steven Cartwright,Consumer,California,Office Supplies,Storage,725.84,4,210.4936,17
3/21/2017,Second Class,Steven Cartwright,Consumer,California,Office Supplies,Binders,10.896,3,3.9498,17
3/21/2017,Second Class,Steven Cartwright,Consumer,California,Office Supplies,Binders,8.544,2,2.8836,17
1/4/2015,Standard Class,Chris Selesnick,Corporate,Minnesota,Office Supplies,Binders,32.34,3,15.5232,15
1/4/2015,Standard Class,Chris Selesnick,Corporate,Minnesota,Office Supplies,Paper,39.9,5,19.95,15
12/9/2017,Standard Class,Lena Hernandez,Consumer,Illinois,Office Supplies,Paper,143.856,9,48.5514,14
9/6/2016,Standard Class,Yoseph Carroll,Corporate,Texas,Office Supplies,Paper,41.92,4,15.196,14
9/6/2016,Standard Class,Yoseph Carroll,Corporate,Texas,Technology,Phones,329.584,2,37.0782,14
9/3/2016,First Class,Craig Yedwab,Corporate,Louisiana,Office Supplies,Binders,87.28,8,41.0216,12
5/13/2014,Standard Class,Aaron Hawkins,Corporate,California,Furniture,Chairs,279.456,6,20.9592,13
5/13/2014,Standard Class,Aaron Hawkins,Corporate,California,Office Supplies,Paper,8.0,2,3.84,13
9/29/2016,Standard Class,Andy Reiter,Consumer,California,Office Supplies,Binders,27.24,5,9.534,11
8/5/2014,Standard Class,Sonia Sunley,Consumer,California,Technology,Accessories,16.36,1,1.636,12
8/5/2014,Standard Class,Sonia Sunley,Consumer,California,Office Supplies,Storage,15.78,2,0.6312,12
8/5/2014,Standard Class,Sonia Sunley,Consumer,California,Office Supplies,Art,45.98,2,12.8744,12
4/14/2017,Standard Class,Dorothy Wardle,Corporate,North Carolina,Furniture,Bookcases,198.272,8,-32.2192,14
6/9/2017,First Class,Noah Childs,Corporate,Texas,Office Supplies,Storage,720.76,5,54.057,11
12/29/2016,Standard Class,Carlos Daly,Consumer,Kansas,Furniture,Furnishings,70.56,6,23.9904,11
12/29/2016,Standard Class,Carlos Daly,Consumer,Kansas,Office Supplies,Appliances,81.96,2,22.9488,11
1/18/2014,Second Class,David Wiener,Corporate,Oregon,Office Supplies,Appliances,64.864,4,6.4864,12
11/20/2016,Standard Class,Erica Hackney,Consumer,Texas,Technology,Phones,151.192,1,13.2293,13
6/10/2017,Standard Class,Bill Donatelli,Consumer,Washington,Technology,Phones,88.776,3,7.7679,14
6/10/2017,Standard Class,Bill Donatelli,Consumer,Washington,Office Supplies,Labels,11.56,4,5.4332,14
6/10/2017,Standard Class,Bill Donatelli,Consumer,Washington,Office Supplies,Storage,15.58,1,3.895,14
9/10/2017,First Class,Ken Heidel,Corporate,Ohio,Office Supplies,Paper,85.056,3,28.7064,10
4/8/2017,Standard Class,Nicole Hansen,Corporate,Michigan,Furniture,Furnishings,273.96,2,71.2296,13
4/8/2017,Standard Class,Nicole Hansen,Corporate,Michigan,Furniture,Furnishings,306.9,3,79.794,13
10/24/2015,Standard Class,Andrew Gjertsen,Corporate,Texas,Office Supplies,Paper,15.552,3,5.4432,15
10/24/2015,Standard Class,Andrew Gjertsen,Corporate,Texas,Furniture,Tables,347.361,7,-69.4722,15
10/24/2015,Standard Class,Andrew Gjertsen,Corporate,Texas,Office Supplies,Paper,10.368,2,3.6288,15
5/27/2017,Standard Class,Roy Phan,Corporate,Washington,Technology,Accessories,98.16,6,9.816,8
5/27/2017,Standard Class,Roy Phan,Corporate,Washington,Office Supplies,Art,31.44,3,7.86,8
12/5/2014,First Class,Nona Balk,Corporate,Pennsylvania,Office Supplies,Envelopes,348.488,7,117.6147,9
12/5/2014,First Class,Nona Balk,Corporate,Pennsylvania,Office Supplies,Storage,172.736,4,-30.2288,9
8/14/2016,Standard Class,Jill Matthias,Consumer,California,Office Supplies,Paper,15.54,3,7.6146,13
8/14/2016,Standard Class,Jill Matthias,Consumer,California,Technology,Machines,105.552,6,35.6238,13
9/5/2016,Second Class,Don Miller,Corporate,Texas,Office Supplies,Paper,25.92,5,9.072,10
9/5/2016,Second Class,Don Miller,Corporate,Texas,Office Supplies,Fasteners,15.808,8,5.3352,10
9/5/2016,Second Class,Don Miller,Corporate,Texas,Office Supplies,Paper,10.368,2,3.7584,10
6/26/2017,Standard Class,Chris Cortes,Consumer,Pennsylvania,Technology,Phones,358.2,3,41.79,12
6/26/2017,Standard Class,Chris Cortes,Consumer,Pennsylvania,Technology,Phones,545.916,14,72.7888,12
3/12/2017,Standard Class,Guy Armstrong,Consumer,Arkansas,Office Supplies,Binders,40.41,9,18.5886,13
2/18/2017,Second Class,Cynthia Voltz,Corporate,California,Technology,Phones,167.976,3,10.4985,13
2/18/2017,Second Class,Cynthia Voltz,Corporate,California,Technology,Accessories,109.53,3,47.0979,13
2/18/2017,Second Class,Cynthia Voltz,Corporate,California,Office Supplies,Labels,9.82,2,4.8118,13
11/10/2017,Second Class,Nick Crebassa,Corporate,Washington,Office Supplies,Binders,26.352,3,9.5526,13
11/19/2014,Standard Class,Georgia Rosenberg,Corporate,Delaware,Office Supplies,Labels,22.5,6,10.8,17
11/19/2014,Standard Class,Georgia Rosenberg,Corporate,Delaware,Office Supplies,Labels,9.96,2,4.5816,17
11/19/2014,Standard Class,Georgia Rosenberg,Corporate,Delaware,Office Supplies,Binders,213.08,7,102.2784,17
11/19/2014,Standard Class,Georgia Rosenberg,Corporate,Delaware,Furniture,Bookcases,1025.88,6,235.9524,17
11/18/2014,Second Class,John Grady,Corporate,Utah,Office Supplies,Paper,21.98,7,9.891,10
9/24/2016,Same Day,Edward Becker,Corporate,California,Furniture,Furnishings,63.2,5,23.384,13
11/20/2016,Standard Class,Matt Connell,Corporate,California,Office Supplies,Appliances,39.0,12,11.31,12
9/27/2016,Standard Class,Brian Moss,Corporate,Ohio,Office Supplies,Binders,2.907,3,-2.0349,10
4/9/2016,Standard Class,Herbert Flentye,Consumer,California,Furniture,Bookcases,556.665,5,6.549,15
9/21/2017,First Class,Muhammed Lee,Consumer,Washington,Technology,Accessories,71.98,2,15.1158,12
9/21/2017,First Class,Muhammed Lee,Consumer,Washington,Technology,Accessories,79.98,2,26.3934,12
8/24/2017,Standard Class,Alan Haines,Corporate,New York,Office Supplies,Binders,24.672,4,7.71,11
8/24/2017,Standard Class,Alan Haines,Corporate,New York,Office Supplies,Binders,3.744,1,1.3104,11
2/22/2016,Standard Class,Tracy Zic,Consumer,California,Technology,Phones,445.96,5,55.745,9
2/22/2016,Standard Class,Tracy Zic,Consumer,California,Technology,Accessories,36.24,1,15.2208,9
2/22/2016,Standard Class,Tracy Zic,Consumer,California,Office Supplies,Fasteners,10.65,3,5.0055,9
12/8/2017,Standard Class,Denise Monton,Corporate,California,Office Supplies,Paper,87.92,4,40.4432,13
12/8/2017,Standard Class,Denise Monton,Corporate,California,Office Supplies,Binders,22.424,1,8.409,13
12/8/2017,Standard Class,Denise Monton,Corporate,California,Office Supplies,Binders,90.48,3,33.93,13
12/8/2017,Standard Class,Denise Monton,Corporate,California,Office Supplies,Storage,42.76,1,11.1176,13
9/18/2017,Standard Class,Tony Sayre,Consumer,New Mexico,Office Supplies,Binders,10.08,7,3.528,10
9/18/2017,Standard Class,Tony Sayre,Consumer,New Mexico,Technology,Accessories,101.34,3,8.1072,10
9/11/2016,First Class,Trudy Brown,Consumer,Kansas,Technology,Phones,224.75,5,62.93,11
9/23/2017,Standard Class,Lena Cacioppo,Consumer,Illinois,Office Supplies,Appliances,73.176,6,-197.5752,13
9/23/2017,Standard Class,Lena Cacioppo,Consumer,Illinois,Office Supplies,Paper,20.736,4,7.2576,13
9/23/2017,Standard Class,Lena Cacioppo,Consumer,Illinois,Technology,Phones,39.984,2,-8.9964,13
10/6/2014,Second Class,Alice McCarthy,Corporate,Nebraska,Office Supplies,Binders,15.36,2,7.68,14
10/23/2015,First Class,Joe Elijah,Consumer,Texas,Office Supplies,Paper,36.288,7,12.7008,10
10/23/2015,First Class,Joe Elijah,Consumer,Texas,Technology,Phones,150.384,2,15.0384,10
3/31/2016,Second Class,Carlos Soltero,Consumer,Pennsylvania,Technology,Phones,280.782,3,-60.8361,14
3/31/2016,Second Class,Carlos Soltero,Consumer,Pennsylvania,Technology,Accessories,31.984,2,1.1994,14
12/29/2016,Standard Class,Phillip Flathmann,Consumer,California,Office Supplies,Binders,11.232,3,3.9312,17
11/3/2017,Second Class,Patrick Jones,Corporate,Kentucky,Office Supplies,Paper,26.4,5,11.88,13
1/20/2017,Standard Class,Jeremy Farry,Consumer,Connecticut,Office Supplies,Art,3.52,2,1.0208,12
12/3/2016,First Class,Neoma Murray,Consumer,California,Technology,Accessories,1649.95,5,659.98,12
12/3/2016,First Class,Neoma Murray,Consumer,California,Furniture,Furnishings,111.9,6,51.474,12
6/14/2016,Same Day,Marc Harrigan,Home Office,California,Furniture,Bookcases,599.165,5,35.245,13
9/2/2016,First Class,Sam Zeldin,Home Office,California,Office Supplies,Storage,46.53,3,12.0978,10
9/5/2014,First Class,Patrick Ryan,Consumer,Florida,Furniture,Furnishings,31.984,2,1.999,12
10/21/2017,Standard Class,Frank Carlisle,Home Office,Ohio,Office Supplies,Appliances,161.568,2,16.1568,14
10/21/2017,Standard Class,Frank Carlisle,Home Office,Ohio,Office Supplies,Paper,4.064,1,1.3716,14
10/21/2017,Standard Class,Frank Carlisle,Home Office,Ohio,Office Supplies,Binders,6.216,4,-4.9728,14
4/25/2017,Standard Class,Larry Hughes,Consumer,Arizona,Office Supplies,Art,8.896,4,0.6672,12
10/19/2015,Standard Class,Robert Marley,Home Office,California,Office Supplies,Appliances,1640.7,5,459.396,13
10/19/2015,Standard Class,Robert Marley,Home Office,California,Technology,Accessories,270.0,3,97.2,13
7/5/2014,First Class,Don Miller,Corporate,Florida,Furniture,Furnishings,19.52,2,5.368,10
7/5/2014,First Class,Don Miller,Corporate,Florida,Office Supplies,Binders,9.81,5,-6.867,10
7/5/2014,First Class,Don Miller,Corporate,Florida,Furniture,Furnishings,213.216,3,15.9912,10
4/4/2016,Standard Class,Evan Henry,Consumer,New York,Office Supplies,Binders,588.784,2,183.995,10
11/13/2017,Second Class,Toby Carlisle,Consumer,Florida,Office Supplies,Art,2.064,1,0.1548,13
9/9/2017,Standard Class,Arianne Irving,Consumer,Arizona,Office Supplies,Paper,6.368,2,2.388,14
4/17/2015,Standard Class,Jessica Myrick,Consumer,New York,Technology,Accessories,99.6,1,36.852,14
4/17/2015,Standard Class,Jessica Myrick,Consumer,New York,Office Supplies,Binders,62.296,13,21.0249,14
4/17/2015,Standard Class,Jessica Myrick,Consumer,New York,Office Supplies,Art,10.71,3,2.7846,14
7/25/2016,Standard Class,Bill Eplett,Home Office,Texas,Office Supplies,Envelopes,20.936,1,7.0659,11
8/26/2016,Standard Class,Dan Reichenbach,Corporate,New York,Technology,Phones,33.0,6,8.25,15
8/26/2016,Standard Class,Dan Reichenbach,Corporate,New York,Technology,Accessories,249.95,5,87.4825,15
9/12/2014,Standard Class,Tom Ashbrook,Home Office,Kansas,Office Supplies,Supplies,357.93,3,7.1586,12
9/12/2014,Standard Class,Tom Ashbrook,Home Office,Kansas,Technology,Accessories,57.4,5,10.906,12
9/12/2014,Standard Class,Tom Ashbrook,Home Office,Kansas,Office Supplies,Binders,331.96,2,149.382,12
9/12/2014,Standard Class,Tom Ashbrook,Home Office,Kansas,Furniture,Furnishings,40.56,2,12.9792,12
7/22/2016,Standard Class,Kristina Nunn,Home Office,Nevada,Office Supplies,Supplies,86.2,5,24.998,13
5/19/2017,Standard Class,Patrick Jones,Corporate,Illinois,Office Supplies,Paper,38.016,6,13.7808,13
4/28/2017,Standard Class,Matt Connell,Corporate,Pennsylvania,Office Supplies,Storage,8.384,1,0.7336,12
4/28/2017,Standard Class,Matt Connell,Corporate,Pennsylvania,Office Supplies,Art,6.848,2,0.7704,12
12/29/2017,Standard Class,Bruce Stewart,Consumer,Washington,Office Supplies,Fasteners,19.6,5,9.604,13
12/29/2017,Standard Class,Bruce Stewart,Consumer,Washington,Furniture,Furnishings,68.46,2,20.538,13
9/4/2017,Second Class,Pete Kriz,Consumer,California,Office Supplies,Binders,13.344,6,4.3368,9
9/4/2017,Second Class,Pete Kriz,Consumer,California,Furniture,Tables,1478.272,8,92.392,9
3/21/2014,Standard Class,Thomas Seio,Corporate,North Carolina,Office Supplies,Storage,16.272,1,-3.8646,11
9/28/2017,Standard Class,Bruce Degenhardt,Consumer,California,Furniture,Furnishings,9.24,3,4.4352,16
1/19/2014,First Class,Toby Swindell,Consumer,Arizona,Office Supplies,Binders,32.34,10,-23.716,13
1/19/2014,First Class,Toby Swindell,Consumer,Arizona,Office Supplies,Paper,56.064,4,19.6224,13
1/19/2014,First Class,Toby Swindell,Consumer,Arizona,Office Supplies,Envelopes,108.72,5,36.693,13
1/19/2014,First Class,Toby Swindell,Consumer,Arizona,Furniture,Bookcases,181.47,5,-320.597,13
2/14/2014,Second Class,Shui Tom,Consumer,Texas,Office Supplies,Paper,16.176,3,6.066,8
6/9/2016,Standard Class,Dean Braden,Consumer,California,Furniture,Chairs,122.352,3,13.7646,11
9/26/2014,First Class,Karen Ferguson,Home Office,California,Furniture,Chairs,585.552,3,73.194,14
9/26/2014,First Class,Karen Ferguson,Home Office,California,Office Supplies,Paper,19.44,3,9.3312,14
5/30/2016,Standard Class,Justin MacKendrick,Consumer,Ohio,Office Supplies,Appliances,123.92,5,9.294,18
12/19/2017,Standard Class,Tony Sayre,Consumer,Colorado,Furniture,Furnishings,13.36,5,4.008,10
12/19/2017,Standard Class,Tony Sayre,Consumer,Colorado,Office Supplies,Storage,78.256,2,-17.6076,10
12/19/2017,Standard Class,Tony Sayre,Consumer,Colorado,Furniture,Bookcases,102.018,7,-183.6324,10
12/26/2017,Same Day,Yoseph Carroll,Corporate,Nebraska,Office Supplies,Storage,750.68,2,37.534,14
6/15/2017,First Class,Dean percer,Home Office,Minnesota,Office Supplies,Labels,44.4,3,22.2,11
6/15/2017,First Class,Dean percer,Home Office,Minnesota,Office Supplies,Storage,84.55,5,22.8285,11
6/15/2017,First Class,Dean percer,Home Office,Minnesota,Office Supplies,Paper,17.94,3,8.7906,11
11/20/2016,Standard Class,Shirley Jackson,Consumer,Delaware,Office Supplies,Binders,128.4,3,62.916,15
3/31/2014,Standard Class,Karen Bern,Corporate,Florida,Office Supplies,Binders,1.869,1,-1.3083,10
10/8/2017,Standard Class,Chris Selesnick,Corporate,California,Technology,Phones,103.192,1,11.6091,15
10/8/2017,Standard Class,Chris Selesnick,Corporate,California,Technology,Accessories,36.0,2,6.48,15
10/8/2017,Standard Class,Chris Selesnick,Corporate,California,Technology,Accessories,239.96,4,115.1808,15
10/8/2017,Standard Class,Chris Selesnick,Corporate,California,Office Supplies,Storage,40.68,2,0.4068,15
1/30/2017,Standard Class,Emily Burns,Consumer,Florida,Furniture,Chairs,419.136,4,-68.1096,11
12/12/2014,Standard Class,Philip Brown,Consumer,Florida,Office Supplies,Envelopes,23.472,3,7.6284,12
10/24/2015,Standard Class,Michelle Tran,Home Office,Texas,Office Supplies,Binders,3.592,4,-6.286,13
4/1/2017,Second Class,Barry Französisch,Corporate,Florida,Technology,Phones,23.976,3,-5.6943,17
4/1/2017,Second Class,Barry Französisch,Corporate,Florida,Office Supplies,Labels,6.264,3,2.0358,17
4/1/2017,Second Class,Barry Französisch,Corporate,Florida,Office Supplies,Appliances,20.808,3,1.8207,17
4/1/2017,Second Class,Barry Französisch,Corporate,Florida,Furniture,Chairs,218.352,3,-19.1058,17
1/26/2017,First Class,Claire Gute,Consumer,Texas,Office Supplies,Storage,18.16,2,1.816,11
11/28/2014,Same Day,Duane Huffman,Home Office,California,Office Supplies,Supplies,7.36,2,0.1472,13
11/28/2014,Same Day,Duane Huffman,Home Office,California,Office Supplies,Labels,41.4,4,19.872,13
11/28/2014,Same Day,Duane Huffman,Home Office,California,Furniture,Bookcases,411.332,4,-4.8392,13
9/4/2015,Standard Class,Shaun Chance,Corporate,Pennsylvania,Office Supplies,Binders,7.656,4,-6.1248,12
6/12/2017,Standard Class,Hunter Glantz,Consumer,Ohio,Technology,Accessories,63.92,2,19.176,13
7/15/2017,Second Class,Michelle Moray,Consumer,New York,Office Supplies,Art,6.56,2,1.9024,14
7/15/2017,Second Class,Michelle Moray,Consumer,New York,Office Supplies,Labels,7.83,3,3.6018,14
7/15/2017,Second Class,Michelle Moray,Consumer,New York,Technology,Accessories,41.9,2,8.799,14
7/15/2017,Second Class,Michelle Moray,Consumer,New York,Furniture,Chairs,664.146,6,88.5528,14
7/15/2017,Second Class,Michelle Moray,Consumer,New York,Office Supplies,Paper,8.96,2,4.3904,14
11/2/2017,Standard Class,Thea Hudgings,Corporate,Pennsylvania,Furniture,Furnishings,3.312,1,0.6624,13
11/2/2017,Standard Class,Thea Hudgings,Corporate,Pennsylvania,Office Supplies,Appliances,20.136,3,1.2585,13
11/2/2017,Standard Class,Thea Hudgings,Corporate,Pennsylvania,Office Supplies,Envelopes,8.856,3,2.8782,13
