order_date,ship_mode,customer_name,segment,city,state,region,category,sub-category,sales,quantity,profit
7/29/2017,Standard Class,Roland Fjeld,Consumer,Oklahoma City,Oklahoma,Central,Furniture,Chairs,302.67,3,72.6408
12/26/2016,Standard Class,Brenda Bowman,Corporate,Vineland,New Jersey,East,Furniture,Chairs,212.94,3,25.5528
8/9/2015,Second Class,Hallie Redmond,Home Office,Milwaukee,Wisconsin,Central,Furniture,Bookcases,687.4,5,48.118
4/6/2014,Standard Class,Scott Cohen,Corporate,Seattle,Washington,West,Furniture,Tables,653.55,3,111.1035
7/11/2015,First Class,Todd Sumrall,Corporate,Wilmington,Delaware,East,Furniture,Tables,199.836,4,-37.1124
11/10/2016,Second Class,Arianne Irving,Consumer,Los Angeles,California,West,Furniture,Furnishings,467.46,9,191.6586
1/3/2015,Second Class,Amy Hunt,Consumer,Dallas,Texas,Central,Furniture,Bookcases,1352.3976,9,-437.5404
5/8/2015,Standard Class,Daniel Lacy,Consumer,Minneapolis,Minnesota,Central,Furniture,Furnishings,123.96,3,11.1564
11/30/2017,Standard Class,Shahid Collister,Consumer,Burlington,North Carolina,South,Furniture,Tables,1781.682,7,-653.2834
8/8/2014,Standard Class,Matt Abelman,Home Office,Trenton,Michigan,Central,Furniture,Furnishings,53.88,6,22.6296
4/20/2014,Second Class,Seth Vernon,Consumer,Houston,Texas,Central,Furniture,Tables,744.1,5,-95.67
4/20/2014,Second Class,Seth Vernon,Consumer,Houston,Texas,Central,Furniture,Tables,401.59,2,-131.951
11/25/2017,Standard Class,Bradley Drucker,Consumer,San Francisco,California,West,Furniture,Bookcases,359.499,3,-29.6058
12/6/2014,Standard Class,Berenike Kampe,Consumer,Chicago,Illinois,Central,Furniture,Tables,214.95,5,-120.372
12/6/2014,Standard Class,Berenike Kampe,Consumer,Chicago,Illinois,Central,Furniture,Furnishings,10.776,3,-4.8492
12/14/2014,Standard Class,Bryan Mills,Consumer,Deltona,Florida,South,Furniture,Chairs,186.304,4,13.9728
11/13/2015,Same Day,Helen Abelman,Consumer,Chicago,Illinois,Central,Furniture,Furnishings,17.496,9,-7.4358
9/14/2014,Same Day,Darrin Martin,Consumer,New York City,New York,East,Furniture,Tables,464.292,9,-108.3348
12/29/2017,Standard Class,Ben Peterman,Corporate,Anaheim,California,West,Furniture,Furnishings,101.12,8,37.4144
11/13/2016,Standard Class,Tom Stivers,Corporate,Oklahoma City,Oklahoma,Central,Furniture,Furnishings,30.36,4,13.0548
4/1/2016,Standard Class,Frank Preis,Consumer,New York City,New York,East,Furniture,Chairs,1317.492,6,292.776
2/2/2017,Standard Class,John Lee,Consumer,Los Angeles,California,West,Furniture,Furnishings,86.26,2,29.3284
12/24/2017,Standard Class,James Lanier,Home Office,Chandler,Arizona,West,Furniture,Furnishings,8.544,4,1.9224
12/24/2017,Standard Class,James Lanier,Home Office,Chandler,Arizona,West,Furniture,Chairs,842.376,3,105.297
8/7/2015,First Class,Kelly Williams,Consumer,Kirkwood,Missouri,Central,Furniture,Furnishings,212.94,3,34.0704
6/30/2017,Second Class,Gary Hansen,Home Office,Chicago,Illinois,Central,Furniture,Chairs,569.058,3,-178.8468
6/30/2017,Second Class,Gary Hansen,Home Office,Chicago,Illinois,Central,Furniture,Furnishings,14.224,2,-10.3124
7/30/2014,Standard Class,Tom Stivers,Corporate,Seattle,Washington,West,Furniture,Bookcases,1367.84,8,259.8896
11/18/2016,Second Class,Ashley Jarboe,Consumer,Taylor,Michigan,Central,Furniture,Chairs,301.96,2,33.2156
7/6/2015,Standard Class,Sarah Jordon,Consumer,Pasadena,California,West,Furniture,Chairs,170.352,3,-17.0352
11/10/2014,Standard Class,Sam Craven,Consumer,Midland,Michigan,Central,Furniture,Chairs,563.94,3,112.788
5/27/2016,Second Class,Laura Armstrong,Corporate,Detroit,Michigan,Central,Furniture,Chairs,3504.9,5,700.98
10/19/2017,Standard Class,Christina Anderson,Consumer,Waco,Texas,Central,Furniture,Bookcases,328.3992,3,-91.7586
4/13/2015,Standard Class,Bill Tyler,Corporate,Los Angeles,California,West,Furniture,Furnishings,37.68,2,15.8256
9/13/2015,Standard Class,Zuschuss Carroll,Consumer,Columbus,Indiana,Central,Furniture,Chairs,1516.2,7,394.212
11/28/2014,Second Class,Chris Selesnick,Corporate,Columbia,South Carolina,South,Furniture,Furnishings,397.6,5,43.736
8/15/2015,Standard Class,Richard Eichhorn,Consumer,Oakland,California,West,Furniture,Furnishings,104.23,7,28.1421
9/1/2017,Same Day,Cynthia Arntzen,Consumer,Detroit,Michigan,Central,Furniture,Chairs,498.26,7,134.5302
6/14/2014,Standard Class,Sharelle Roach,Home Office,Detroit,Michigan,Central,Furniture,Bookcases,212.94,3,57.4938
6/21/2016,Standard Class,Adam Shillingsburg,Consumer,New York City,New York,East,Furniture,Bookcases,353.568,2,-44.196
3/19/2017,Second Class,Sue Ann Reed,Consumer,Fresno,California,West,Furniture,Tables,697.16,5,8.7145
3/19/2017,Second Class,Sue Ann Reed,Consumer,Fresno,California,West,Furniture,Furnishings,30.93,1,12.6813
10/18/2014,Standard Class,Luke Schmidt,Corporate,Texarkana,Arkansas,South,Furniture,Chairs,605.34,6,145.2816
8/22/2017,First Class,Tony Molinari,Consumer,San Francisco,California,West,Furniture,Tables,210.008,1,2.6251
9/20/2014,Standard Class,Duane Noonan,Consumer,Columbia,Maryland,East,Furniture,Furnishings,164.22,3,50.9082
9/20/2014,Standard Class,Duane Noonan,Consumer,Columbia,Maryland,East,Furniture,Bookcases,362.94,3,36.294
8/2/2016,Second Class,Barry Französisch,Corporate,Los Angeles,California,West,Furniture,Tables,136.464,2,15.3522
3/5/2015,Second Class,Alan Haines,Corporate,Bethlehem,Pennsylvania,East,Furniture,Chairs,99.372,2,-7.098
3/5/2015,Second Class,Alan Haines,Corporate,Bethlehem,Pennsylvania,East,Furniture,Furnishings,33.568,2,-5.4548
9/7/2014,First Class,Sam Zeldin,Home Office,Houston,Texas,Central,Furniture,Tables,200.795,1,-22.948
9/11/2017,Same Day,Cassandra Brandow,Consumer,San Francisco,California,West,Furniture,Furnishings,32.36,4,11.6496
1/16/2017,Same Day,Jack O'Briant,Corporate,Los Angeles,California,West,Furniture,Furnishings,27.92,4,8.0968
1/16/2017,Same Day,Jack O'Briant,Corporate,Los Angeles,California,West,Furniture,Tables,399.672,7,-14.9877
11/7/2015,Second Class,Stewart Visinsky,Consumer,Burlington,Vermont,East,Furniture,Chairs,715.2,3,178.8
9/13/2014,Standard Class,Becky Castell,Home Office,Odessa,Texas,Central,Furniture,Chairs,340.116,6,-9.7176
9/5/2015,Standard Class,Sung Pak,Corporate,Rochester,Minnesota,Central,Furniture,Furnishings,6.16,2,2.9568
5/5/2017,First Class,Lisa Hazard,Consumer,Louisville,Colorado,West,Furniture,Bookcases,89.991,3,-152.9847
9/8/2014,Standard Class,Kean Takahito,Consumer,Houston,Texas,Central,Furniture,Chairs,966.7,5,-13.81
12/26/2015,Standard Class,Mick Crebagga,Consumer,Medina,Ohio,East,Furniture,Tables,51.588,1,-15.4764
7/27/2017,Standard Class,Tony Molinari,Consumer,Yonkers,New York,East,Furniture,Furnishings,14.89,1,4.0203
5/30/2016,Standard Class,Anna Häberlin,Corporate,Springfield,Virginia,South,Furniture,Tables,2275.5,10,386.835
11/16/2014,Standard Class,Alan Barnes,Consumer,Decatur,Illinois,Central,Furniture,Chairs,37.296,2,-1.0656
9/21/2014,First Class,Joni Sundaresam,Home Office,Garland,Texas,Central,Furniture,Furnishings,8.544,2,-7.476
2/21/2016,Standard Class,Benjamin Venier,Corporate,Oceanside,New York,East,Furniture,Furnishings,68.95,5,28.959
11/19/2017,First Class,Nathan Cano,Consumer,Houston,Texas,Central,Furniture,Chairs,191.058,3,-46.3998
4/30/2017,Standard Class,Don Jones,Corporate,San Francisco,California,West,Furniture,Furnishings,64.96,2,21.4368
5/2/2016,Standard Class,Dan Lawera,Consumer,Greensboro,North Carolina,South,Furniture,Chairs,187.056,9,11.691
10/2/2017,First Class,Dean percer,Home Office,Knoxville,Tennessee,South,Furniture,Furnishings,11.808,2,1.3284
10/2/2017,First Class,Dean percer,Home Office,Knoxville,Tennessee,South,Furniture,Furnishings,9.656,1,1.5691
10/2/2017,First Class,Dean percer,Home Office,Knoxville,Tennessee,South,Furniture,Tables,2314.116,7,-1002.7836
10/2/2017,First Class,Dean percer,Home Office,Knoxville,Tennessee,South,Furniture,Furnishings,19.76,2,5.928
12/4/2015,Standard Class,Tracy Zic,Consumer,Lakewood,California,West,Furniture,Furnishings,25.08,6,9.0288
9/4/2016,Standard Class,Christina VanderZanden,Consumer,New York City,New York,East,Furniture,Furnishings,63.94,1,24.9366
8/26/2014,Standard Class,Karl Braun,Consumer,Newark,Delaware,East,Furniture,Furnishings,10.68,4,4.0584
5/13/2014,Standard Class,Aaron Hawkins,Corporate,Los Angeles,California,West,Furniture,Chairs,279.456,6,20.9592
4/14/2017,Standard Class,Dorothy Wardle,Corporate,Fayetteville,North Carolina,South,Furniture,Bookcases,198.272,8,-32.2192
12/29/2016,Standard Class,Carlos Daly,Consumer,Wichita,Kansas,Central,Furniture,Furnishings,70.56,6,23.9904
4/8/2017,Standard Class,Nicole Hansen,Corporate,Oak Park,Michigan,Central,Furniture,Furnishings,273.96,2,71.2296
4/8/2017,Standard Class,Nicole Hansen,Corporate,Oak Park,Michigan,Central,Furniture,Furnishings,306.9,3,79.794
10/24/2015,Standard Class,Andrew Gjertsen,Corporate,Houston,Texas,Central,Furniture,Tables,347.361,7,-69.4722
11/19/2014,Standard Class,Georgia Rosenberg,Corporate,Wilmington,Delaware,East,Furniture,Bookcases,1025.88,6,235.9524
9/24/2016,Same Day,Edward Becker,Corporate,San Francisco,California,West,Furniture,Furnishings,63.2,5,23.384
4/9/2016,Standard Class,Herbert Flentye,Consumer,Los Angeles,California,West,Furniture,Bookcases,556.665,5,6.549
12/3/2016,First Class,Neoma Murray,Consumer,Los Angeles,California,West,Furniture,Furnishings,111.9,6,51.474
6/14/2016,Same Day,Marc Harrigan,Home Office,Los Angeles,California,West,Furniture,Bookcases,599.165,5,35.245
9/5/2014,First Class,Patrick Ryan,Consumer,Saint Petersburg,Florida,South,Furniture,Furnishings,31.984,2,1.999
7/5/2014,First Class,Don Miller,Corporate,Palm Coast,Florida,South,Furniture,Furnishings,19.52,2,5.368
7/5/2014,First Class,Don Miller,Corporate,Palm Coast,Florida,South,Furniture,Furnishings,213.216,3,15.9912
9/12/2014,Standard Class,Tom Ashbrook,Home Office,Olathe,Kansas,Central,Furniture,Furnishings,40.56,2,12.9792
12/29/2017,Standard Class,Bruce Stewart,Consumer,Edmonds,Washington,West,Furniture,Furnishings,68.46,2,20.538
9/4/2017,Second Class,Pete Kriz,Consumer,San Francisco,California,West,Furniture,Tables,1478.272,8,92.392
9/28/2017,Standard Class,Bruce Degenhardt,Consumer,Los Angeles,California,West,Furniture,Furnishings,9.24,3,4.4352
1/19/2014,First Class,Toby Swindell,Consumer,Scottsdale,Arizona,West,Furniture,Bookcases,181.47,5,-320.597
6/9/2016,Standard Class,Dean Braden,Consumer,San Francisco,California,West,Furniture,Chairs,122.352,3,13.7646
9/26/2014,First Class,Karen Ferguson,Home Office,San Diego,California,West,Furniture,Chairs,585.552,3,73.194
12/19/2017,Standard Class,Tony Sayre,Consumer,Parker,Colorado,West,Furniture,Furnishings,13.36,5,4.008
12/19/2017,Standard Class,Tony Sayre,Consumer,Parker,Colorado,West,Furniture,Bookcases,102.018,7,-183.6324
1/30/2017,Standard Class,Emily Burns,Consumer,Miami,Florida,South,Furniture,Chairs,419.136,4,-68.1096
4/1/2017,Second Class,Barry Französisch,Corporate,Jacksonville,Florida,South,Furniture,Chairs,218.352,3,-19.1058
11/28/2014,Same Day,Duane Huffman,Home Office,San Francisco,California,West,Furniture,Bookcases,411.332,4,-4.8392
7/15/2017,Second Class,Michelle Moray,Consumer,New York City,New York,East,Furniture,Chairs,664.146,6,88.5528
11/2/2017,Standard Class,Thea Hudgings,Corporate,Philadelphia,Pennsylvania,East,Furniture,Furnishings,3.312,1,0.6624
10/8/2015,Standard Class,Maria Bertelson,Consumer,San Francisco,California,West,Furniture,Furnishings,145.9,5,62.737
12/4/2017,Standard Class,Michael Stewart,Corporate,Philadelphia,Pennsylvania,East,Furniture,Chairs,239.96,10,-10.284
12/4/2017,Standard Class,Michael Stewart,Corporate,Philadelphia,Pennsylvania,East,Furniture,Furnishings,54.768,2,6.846
5/22/2017,Standard Class,Laurel Elliston,Consumer,Chicago,Illinois,Central,Furniture,Chairs,181.986,2,-54.5958
12/19/2016,Standard Class,Erin Smith,Corporate,Tucson,Arizona,West,Furniture,Tables,455.97,6,-218.8656
9/7/2017,First Class,Justin MacKendrick,Consumer,Draper,Utah,West,Furniture,Furnishings,25.16,2,10.5672
11/12/2014,Standard Class,Darren Budd,Corporate,Houston,Texas,Central,Furniture,Bookcases,67.9932,1,-12.9987
10/2/2017,Second Class,Jane Waco,Corporate,Montgomery,Alabama,South,Furniture,Furnishings,10.16,2,3.4544
12/14/2015,Standard Class,Keith Dawkins,Corporate,Jackson,Mississippi,South,Furniture,Furnishings,6.16,2,1.9712
3/13/2017,Same Day,Stephanie Ulpright,Home Office,Chicago,Illinois,Central,Furniture,Chairs,89.768,1,-2.5648
12/12/2016,Standard Class,Roy Französisch,Consumer,Pasadena,California,West,Furniture,Furnishings,383.64,6,122.7648
9/9/2017,Second Class,Liz Carlisle,Consumer,Los Angeles,California,West,Furniture,Chairs,243.92,5,-15.245
10/4/2017,Standard Class,Paul Stevenson,Home Office,Clinton,Maryland,East,Furniture,Furnishings,19.98,1,8.5914
12/15/2014,Second Class,Jas O'Carroll,Consumer,San Diego,California,West,Furniture,Furnishings,6.16,2,1.9712
10/13/2014,Second Class,Marina Lichtenstein,Corporate,Lakewood,New Jersey,East,Furniture,Chairs,245.98,2,27.0578
9/20/2016,Standard Class,Filia McAdams,Corporate,Greensboro,North Carolina,South,Furniture,Furnishings,17.088,2,1.068
9/20/2016,Standard Class,Filia McAdams,Corporate,Greensboro,North Carolina,South,Furniture,Chairs,98.392,1,-11.0691
6/30/2017,Standard Class,Darrin Van Huff,Corporate,Memphis,Tennessee,South,Furniture,Furnishings,19.52,2,5.368
9/25/2016,Standard Class,Steve Chapman,Corporate,La Crosse,Wisconsin,Central,Furniture,Chairs,201.96,2,50.49
9/25/2016,Standard Class,Steve Chapman,Corporate,La Crosse,Wisconsin,Central,Furniture,Furnishings,68.64,11,17.16
9/29/2014,Second Class,Paul Prost,Home Office,Seattle,Washington,West,Furniture,Furnishings,6.16,2,2.9568
9/29/2014,Second Class,Paul Prost,Home Office,Seattle,Washington,West,Furniture,Tables,2348.82,9,399.2994
6/26/2017,Standard Class,Dan Reichenbach,Corporate,Miami,Florida,South,Furniture,Chairs,273.552,3,-13.6776
8/21/2016,Second Class,Rick Bensley,Home Office,Philadelphia,Pennsylvania,East,Furniture,Tables,815.292,9,-339.705
2/11/2014,Standard Class,Natalie Fritzler,Consumer,Chesapeake,Virginia,South,Furniture,Tables,1256.22,6,75.3732
3/26/2017,Standard Class,Michelle Lonsdale,Corporate,Dearborn,Michigan,Central,Furniture,Furnishings,60.84,3,23.1192
12/21/2014,Standard Class,Gary McGarr,Consumer,San Diego,California,West,Furniture,Chairs,1325.76,6,149.148
12/21/2014,Standard Class,Gary McGarr,Consumer,San Diego,California,West,Furniture,Chairs,572.16,3,35.76
4/1/2016,Second Class,Daniel Byrd,Home Office,Columbus,Georgia,South,Furniture,Furnishings,7.04,4,3.0976
4/14/2017,Standard Class,Harry Marie,Corporate,Morristown,New Jersey,East,Furniture,Furnishings,74.45,5,20.1015
1/4/2015,Standard Class,Andrew Gjertsen,Corporate,Alexandria,Virginia,South,Furniture,Furnishings,192.22,14,69.1992
7/17/2017,Second Class,Anthony Johnson,Corporate,Apple Valley,California,West,Furniture,Bookcases,1194.165,5,210.735
12/18/2016,First Class,Adrian Hane,Home Office,Salem,Oregon,West,Furniture,Tables,377.45,5,-264.215
9/24/2016,Standard Class,Craig Leslie,Home Office,Aurora,Colorado,West,Furniture,Furnishings,21.44,2,7.504
6/9/2015,Second Class,Trudy Glocke,Consumer,Pocatello,Idaho,West,Furniture,Furnishings,355.36,4,92.3936
12/29/2014,Standard Class,Zuschuss Carroll,Consumer,Chicago,Illinois,Central,Furniture,Furnishings,38.976,3,-50.6688
7/28/2014,Same Day,Chloris Kastensmidt,Consumer,Apopka,Florida,South,Furniture,Furnishings,129.888,6,12.9888
12/26/2015,Standard Class,Roger Barcio,Home Office,Houston,Texas,Central,Furniture,Chairs,275.058,3,-90.3762
12/10/2015,Standard Class,Kalyca Meade,Corporate,Baltimore,Maryland,East,Furniture,Chairs,542.94,3,141.1644
5/5/2016,Second Class,Amy Hunt,Consumer,San Francisco,California,West,Furniture,Tables,71.088,2,-1.7772
12/14/2014,Standard Class,Sung Shariari,Consumer,Marion,Ohio,East,Furniture,Tables,136.53,1,-52.3365
5/8/2015,Standard Class,Natalie Webber,Consumer,New York City,New York,East,Furniture,Furnishings,79.44,3,30.1872
5/8/2015,Standard Class,Natalie Webber,Consumer,New York City,New York,East,Furniture,Chairs,127.764,2,21.294
12/8/2017,Standard Class,Jeremy Pistek,Consumer,Madison,Wisconsin,Central,Furniture,Bookcases,459.92,4,41.3928
6/29/2017,First Class,Dan Reichenbach,Corporate,Milford,Connecticut,East,Furniture,Bookcases,638.82,9,185.2578
6/29/2017,First Class,Dan Reichenbach,Corporate,Milford,Connecticut,East,Furniture,Furnishings,25.16,2,8.5544
1/20/2014,Standard Class,Mark Van Huff,Consumer,Los Angeles,California,West,Furniture,Furnishings,19.3,2,5.79
3/28/2017,First Class,Dave Hallsten,Corporate,Fairfield,California,West,Furniture,Furnishings,26.48,1,10.0624
3/28/2017,First Class,Dave Hallsten,Corporate,Fairfield,California,West,Furniture,Furnishings,21.56,7,6.8992
5/30/2014,Standard Class,Shahid Shariari,Consumer,Buffalo Grove,Illinois,Central,Furniture,Tables,355.455,3,-184.8366
2/3/2016,Standard Class,Liz Carlisle,Consumer,Richmond,Kentucky,South,Furniture,Chairs,866.4,4,225.264
8/11/2015,Standard Class,Barry Weirich,Consumer,Raleigh,North Carolina,South,Furniture,Furnishings,46.152,3,12.1149
8/12/2017,First Class,Justin MacKendrick,Consumer,Lake Forest,California,West,Furniture,Furnishings,54.92,4,19.7712
11/3/2015,First Class,Fred Hopkins,Corporate,Long Beach,New York,East,Furniture,Chairs,1448.82,10,209.274
9/24/2015,Standard Class,Shaun Chance,Corporate,Los Angeles,California,West,Furniture,Furnishings,14.91,3,4.6221
4/12/2016,Standard Class,Beth Paige,Consumer,Los Angeles,California,West,Furniture,Chairs,638.288,7,-31.9144
11/11/2014,Standard Class,Arthur Prichep,Consumer,Los Angeles,California,West,Furniture,Chairs,112.648,1,11.2648
10/2/2017,Standard Class,Juliana Krohn,Consumer,Springfield,Oregon,West,Furniture,Bookcases,217.764,6,-384.7164
4/10/2017,Second Class,Mitch Gastineau,Corporate,Jacksonville,Florida,South,Furniture,Furnishings,12.32,5,1.848
9/29/2017,First Class,Patrick Gardner,Consumer,Bakersfield,California,West,Furniture,Chairs,72.784,1,0.0
9/29/2017,First Class,Patrick Gardner,Consumer,Bakersfield,California,West,Furniture,Furnishings,51.75,1,15.525
9/29/2014,Second Class,Lisa DeCherney,Consumer,New York City,New York,East,Furniture,Furnishings,117.36,4,36.3816
8/20/2014,Second Class,Craig Reiter,Consumer,Chicago,Illinois,Central,Furniture,Chairs,421.372,2,-6.0196
11/13/2017,Standard Class,Katrina Edelman,Corporate,Dallas,Texas,Central,Furniture,Bookcases,205.9992,3,-27.2646
2/6/2016,Standard Class,Karen Bern,Corporate,Chattanooga,Tennessee,South,Furniture,Furnishings,132.224,4,-18.1808
3/22/2015,Standard Class,Justin Deggeller,Corporate,San Diego,California,West,Furniture,Furnishings,91.96,2,15.6332
5/12/2017,Standard Class,Charles Sheldon,Corporate,San Francisco,California,West,Furniture,Tables,285.48,5,-10.7055
9/3/2017,Second Class,Katrina Bavinger,Home Office,New York City,New York,East,Furniture,Chairs,90.801,1,14.1246
9/3/2017,Second Class,Katrina Bavinger,Home Office,New York City,New York,East,Furniture,Chairs,181.764,2,-8.0784
12/3/2016,Standard Class,Michael Moore,Consumer,Richmond,Indiana,Central,Furniture,Tables,581.96,2,104.7528
12/3/2016,Standard Class,Michael Moore,Consumer,Richmond,Indiana,Central,Furniture,Chairs,29.98,1,8.0946
7/21/2016,Standard Class,Beth Paige,Consumer,Concord,North Carolina,South,Furniture,Chairs,363.92,5,0.0
9/22/2015,Second Class,Michael Grace,Home Office,Arlington,Virginia,South,Furniture,Furnishings,47.98,2,11.0354
11/17/2015,Standard Class,Brian Stugart,Consumer,San Diego,California,West,Furniture,Furnishings,80.96,4,29.1456
11/17/2015,Standard Class,Brian Stugart,Consumer,San Diego,California,West,Furniture,Chairs,225.568,2,2.8196
11/17/2015,Standard Class,Brian Stugart,Consumer,San Diego,California,West,Furniture,Furnishings,36.6,3,15.372
11/10/2015,Standard Class,Philisse Overcash,Home Office,Roseville,Minnesota,Central,Furniture,Furnishings,29.22,3,12.8568
8/5/2015,Standard Class,Anna Häberlin,Corporate,Dallas,Texas,Central,Furniture,Furnishings,14.76,5,-11.439
9/3/2017,Second Class,Joe Kamberova,Consumer,Concord,California,West,Furniture,Bookcases,239.666,2,14.098
11/1/2015,Standard Class,MaryBeth Skach,Consumer,Conway,Arkansas,South,Furniture,Tables,301.96,2,45.294
8/5/2014,Second Class,Ricardo Sperren,Corporate,Meriden,Connecticut,East,Furniture,Chairs,1133.35,5,294.671
11/7/2016,Standard Class,Michelle Arnett,Home Office,Cheyenne,Wyoming,West,Furniture,Chairs,1603.136,4,100.196
6/14/2016,Same Day,Ed Braxton,Corporate,Anaheim,California,West,Furniture,Tables,1293.488,7,80.843
9/24/2016,Standard Class,Ruben Dartt,Consumer,Bloomington,Indiana,Central,Furniture,Furnishings,127.95,3,21.7515
9/18/2016,Standard Class,Jane Waco,Corporate,San Diego,California,West,Furniture,Chairs,801.568,2,50.098
9/18/2016,Standard Class,Jane Waco,Corporate,San Diego,California,West,Furniture,Chairs,885.528,9,-99.6219
3/13/2016,Second Class,Edward Hooks,Corporate,San Francisco,California,West,Furniture,Furnishings,28.28,2,7.3528
4/3/2016,Standard Class,Zuschuss Donatelli,Consumer,Richmond,Indiana,Central,Furniture,Furnishings,71.12,4,22.0472
11/27/2016,Standard Class,Pamela Coakley,Corporate,Westfield,New Jersey,East,Furniture,Furnishings,31.56,3,10.4148
12/2/2016,Standard Class,Keith Dawkins,Corporate,San Jose,California,West,Furniture,Furnishings,14.52,3,5.6628
9/17/2015,Standard Class,Peter Fuller,Consumer,New York City,New York,East,Furniture,Chairs,199.764,2,8.8784
9/17/2015,Standard Class,Peter Fuller,Consumer,New York City,New York,East,Furniture,Bookcases,4228.704,6,158.5764
9/17/2015,Standard Class,Peter Fuller,Consumer,New York City,New York,East,Furniture,Bookcases,2003.92,5,-25.049
11/26/2016,Second Class,Dean Katz,Corporate,New York City,New York,East,Furniture,Tables,313.176,2,-120.0508
4/8/2014,Standard Class,Ruben Ausman,Corporate,Decatur,Alabama,South,Furniture,Tables,1215.92,8,316.1392
10/11/2014,Standard Class,Dorothy Badders,Corporate,Fayetteville,Arkansas,South,Furniture,Furnishings,8.92,4,3.9248
7/7/2017,First Class,Rob Lucas,Consumer,Philadelphia,Pennsylvania,East,Furniture,Bookcases,87.21,3,-45.3492
7/4/2016,Same Day,Rick Bensley,Home Office,Seattle,Washington,West,Furniture,Furnishings,25.4,5,8.636
8/25/2014,Standard Class,Janet Molinari,Corporate,Los Angeles,California,West,Furniture,Furnishings,6.28,1,2.6376
11/11/2014,Second Class,Tom Stivers,Corporate,Reading,Pennsylvania,East,Furniture,Furnishings,23.968,2,7.7896
11/11/2014,Second Class,Tom Stivers,Corporate,Reading,Pennsylvania,East,Furniture,Bookcases,521.96,4,-250.5408
3/12/2016,Second Class,Dean Katz,Corporate,San Francisco,California,West,Furniture,Chairs,770.352,3,77.0352
2/9/2017,Second Class,Marina Lichtenstein,Corporate,Los Angeles,California,West,Furniture,Furnishings,21.12,4,6.5472
7/20/2014,First Class,Charles Crestani,Consumer,San Diego,California,West,Furniture,Furnishings,43.02,3,15.4872
2/6/2017,Standard Class,Bryan Davis,Consumer,New York City,New York,East,Furniture,Bookcases,240.784,1,30.098
9/7/2014,Standard Class,Rick Bensley,Home Office,Tulsa,Oklahoma,Central,Furniture,Tables,429.9,5,111.774
9/7/2014,Standard Class,Rick Bensley,Home Office,Tulsa,Oklahoma,Central,Furniture,Chairs,161.96,2,45.3488
7/19/2016,Standard Class,Joy Smith,Consumer,Hattiesburg,Mississippi,South,Furniture,Furnishings,185.58,6,76.0878
7/19/2016,Standard Class,Joy Smith,Consumer,Hattiesburg,Mississippi,South,Furniture,Bookcases,504.9,5,126.225
9/15/2017,Standard Class,Erica Smith,Consumer,Los Angeles,California,West,Furniture,Chairs,184.752,3,-20.7846
12/11/2016,Same Day,Noel Staavos,Corporate,Columbus,Ohio,East,Furniture,Chairs,458.43,5,-137.529
12/11/2016,Same Day,Noel Staavos,Corporate,Columbus,Ohio,East,Furniture,Tables,328.59,3,-147.8655
12/10/2014,Standard Class,Sally Hughsby,Corporate,Caldwell,Idaho,West,Furniture,Chairs,338.352,3,4.2294
12/13/2014,Standard Class,Randy Ferguson,Corporate,Phoenix,Arizona,West,Furniture,Furnishings,87.96,3,7.6965
9/7/2017,Standard Class,Allen Goldenen,Consumer,Los Angeles,California,West,Furniture,Furnishings,19.76,4,8.2992
11/2/2015,Standard Class,Scot Wooten,Consumer,Troy,New York,East,Furniture,Chairs,109.764,2,8.5372
4/1/2017,First Class,George Bell,Corporate,Florence,South Carolina,South,Furniture,Furnishings,127.95,3,21.7515
4/6/2014,Standard Class,Andy Yotov,Corporate,Los Angeles,California,West,Furniture,Furnishings,91.96,2,15.6332
4/6/2014,Standard Class,Andy Yotov,Corporate,Los Angeles,California,West,Furniture,Furnishings,33.11,7,12.9129
7/6/2017,Same Day,Angele Hood,Consumer,Miami,Florida,South,Furniture,Chairs,239.24,1,23.924
12/25/2016,Standard Class,Saphhira Shifley,Corporate,Nashua,New Hampshire,East,Furniture,Furnishings,21.12,4,6.5472
12/14/2015,Standard Class,Paul Prost,Home Office,Los Angeles,California,West,Furniture,Furnishings,15.24,3,5.1816
9/4/2016,Standard Class,Anna Andreadi,Consumer,Georgetown,Kentucky,South,Furniture,Furnishings,42.6,3,16.614
2/4/2016,Standard Class,Tracy Blumstein,Consumer,Sierra Vista,Arizona,West,Furniture,Furnishings,14.368,2,3.9512
5/19/2017,Second Class,Adam Hart,Corporate,Knoxville,Tennessee,South,Furniture,Chairs,314.352,3,-35.3646
9/3/2015,Standard Class,Cathy Prescott,Corporate,Tucson,Arizona,West,Furniture,Furnishings,238.152,3,89.307
6/9/2016,Standard Class,Benjamin Farhat,Home Office,Minneapolis,Minnesota,Central,Furniture,Tables,692.94,3,173.235
9/23/2016,Second Class,Joni Sundaresam,Home Office,Lancaster,Ohio,East,Furniture,Furnishings,28.0,4,7.7
5/20/2017,Standard Class,Chuck Clark,Home Office,Lakewood,California,West,Furniture,Chairs,518.272,8,-97.176
5/20/2017,Standard Class,Chuck Clark,Home Office,Lakewood,California,West,Furniture,Furnishings,6.98,1,3.3504
9/1/2016,Standard Class,Patrick Gardner,Consumer,New York City,New York,East,Furniture,Furnishings,191.82,3,61.3824
2/18/2014,Same Day,Troy Blackwell,Consumer,Lubbock,Texas,Central,Furniture,Furnishings,25.16,5,-11.322
